route_id;route_short_name;route_long_name;route_type;route_color;route_url;shape;geo_point_2d
CITA;CITA;GUSTAVE DRON - RESISTANTS;Bus;E6007E;;"{""coordinates"": [[[2.884051, 50.705885], [2.88449, 50.700896], [2.883892, 50.697903], [2.882998, 50.694902], [2.887316, 50.694587], [2.89305, 50.694678], [2.887941, 50.694916], [2.887316, 50.694587], [2.886003, 50.690763], [2.883116, 50.68891], [2.881651, 50.686638], [2.879275, 50.683617], [2.88109, 50.681797], [2.878382, 50.680742], [2.873173, 50.682011], [2.870189, 50.684257], [2.867896, 50.686348], [2.866845, 50.687052], [2.865727, 50.689542], [2.869555, 50.689642], [2.872738, 50.691556], [2.870375, 50.692419]], [[2.87036, 50.692338], [2.872494, 50.691127], [2.869485, 50.689696], [2.865544, 50.689515], [2.866101, 50.687486], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.881146, 50.681761], [2.880454, 50.684267], [2.881724, 50.686835], [2.882747, 50.688669], [2.886217, 50.690959], [2.889059, 50.691278], [2.890134, 50.688933], [2.89117, 50.6843]], [[2.89117, 50.6843], [2.890231, 50.688807], [2.889606, 50.690971], [2.886003, 50.690763], [2.883116, 50.68891], [2.881651, 50.686638], [2.879275, 50.683617], [2.88109, 50.681797], [2.878382, 50.680742], [2.873173, 50.682011], [2.870189, 50.684257], [2.867896, 50.686348], [2.866845, 50.687052], [2.865727, 50.689542], [2.869555, 50.689642], [2.872738, 50.691556], [2.870375, 50.692419]], [[2.87036, 50.692338], [2.872494, 50.691127], [2.869485, 50.689696], [2.865544, 50.689515], [2.866101, 50.687486], [2.868568, 50.685762], [2.870507, 50.683628], [2.873298, 50.681849], [2.878454, 50.680885], [2.881146, 50.681761], [2.880454, 50.684267], [2.881724, 50.686835], [2.882747, 50.688669], [2.886217, 50.690959], [2.89305, 50.694678], [2.887941, 50.694916], [2.883804, 50.694979], [2.883802, 50.697347], [2.88448, 50.701291], [2.884051, 50.705885]]], ""type"": ""MultiLineString""}";50.6888966163,2.87890142486
10;10;LOMME HEGEL / CHR <> GARE LILLE FLANDRES;Bus;7835;;"{""coordinates"": [[[3.071114, 50.637428], [3.070167, 50.640169], [3.065166, 50.646478], [3.061734, 50.645198], [3.061881, 50.643663], [3.058262, 50.644106], [3.055046, 50.646116], [3.050843, 50.645243], [3.045658, 50.648663], [3.043024, 50.64901], [3.039605, 50.649676], [3.03564, 50.650649], [3.030301, 50.652249], [3.029577, 50.655025], [3.027417, 50.653916], [3.022255, 50.650957], [3.022164, 50.648419], [3.02383, 50.646445], [3.02271, 50.641958], [3.018688, 50.640805], [3.011917, 50.638716], [3.009335, 50.635537], [3.004901, 50.633022], [3.002369, 50.631403], [3.001383, 50.63044], [3.004952, 50.629434], [3.007374, 50.629196], [3.008898, 50.628201], [3.01419, 50.627401]], [[3.036202, 50.613177], [3.03189, 50.618359], [3.028598, 50.617893], [3.023295, 50.616784], [3.015983, 50.615075], [3.010858, 50.614547], [3.008843, 50.61889], [3.015111, 50.620453], [3.014876, 50.622849], [3.015609, 50.629115], [3.011112, 50.62923], [3.009322, 50.630343], [3.006638, 50.630035], [3.004176, 50.630496], [3.001369, 50.630476], [3.002552, 50.631429], [3.005827, 50.633726], [3.008267, 50.634798], [3.012329, 50.638947], [3.01763, 50.64186], [3.023761, 50.646589], [3.022303, 50.648311], [3.022383, 50.651073], [3.026178, 50.653061], [3.027018, 50.65364], [3.029619, 50.654944], [3.0306, 50.65248], [3.035751, 50.650514], [3.040324, 50.649618], [3.043848, 50.648423], [3.045699, 50.648556], [3.054104, 50.645395], [3.055672, 50.64256], [3.061726, 50.643682], [3.065702, 50.64547], [3.06903, 50.640589], [3.071114, 50.637428]], [[3.071114, 50.637428], [3.070167, 50.640169], [3.065166, 50.646478], [3.061734, 50.645198], [3.061881, 50.643663], [3.058262, 50.644106], [3.055046, 50.646116], [3.050843, 50.645243], [3.045658, 50.648663], [3.043024, 50.64901], [3.039605, 50.649676], [3.03564, 50.650649], [3.030301, 50.652249], [3.029577, 50.655025], [3.027417, 50.653916], [3.022255, 50.650957], [3.022164, 50.648419], [3.02383, 50.646445], [3.02271, 50.641958], [3.018688, 50.640805], [3.011917, 50.638716], [3.009335, 50.635537], [3.004901, 50.633022], [3.002369, 50.631403], [3.001383, 50.63044], [3.004952, 50.629434], [3.007374, 50.629196], [3.008898, 50.628201], [3.01419, 50.627401], [3.014999, 50.622606], [3.015126, 50.620489], [3.008787, 50.618882], [3.011531, 50.614328], [3.017633, 50.615146], [3.023748, 50.616889], [3.028555, 50.617813], [3.033125, 50.617967], [3.036202, 50.613177]], [[3.015609, 50.629115], [3.011112, 50.62923], [3.009322, 50.630343], [3.006638, 50.630035], [3.004176, 50.630496], [3.001369, 50.630476], [3.002552, 50.631429], [3.005827, 50.633726], [3.008267, 50.634798], [3.012329, 50.638947], [3.01763, 50.64186], [3.023761, 50.646589], [3.022303, 50.648311], [3.022383, 50.651073], [3.026178, 50.653061], [3.027018, 50.65364], [3.029619, 50.654944], [3.0306, 50.65248], [3.035751, 50.650514], [3.040324, 50.649618], [3.043848, 50.648423], [3.045699, 50.648556], [3.054104, 50.645395], [3.055672, 50.64256], [3.061726, 50.643682], [3.065702, 50.64547], [3.06903, 50.640589], [3.071114, 50.637428]]], ""type"": ""MultiLineString""}";50.6382979057,3.03004880378
52;52;LILLE PORTE DE DOUAI - LILLE FIVES;Bus;8,02E+79;;"{""coordinates"": [[[3.074388, 50.618373], [3.079354, 50.621411], [3.08152, 50.62391], [3.086292, 50.621459], [3.090605, 50.623173], [3.088545, 50.62594], [3.088336, 50.628928], [3.089365, 50.631712], [3.089736, 50.63292]], [[3.089736, 50.63292], [3.087804, 50.632035], [3.088236, 50.628857], [3.08876, 50.625248], [3.090477, 50.623138], [3.086028, 50.621748], [3.081606, 50.624026], [3.078441, 50.620708], [3.072792, 50.618194]], [[3.089736, 50.63292], [3.087804, 50.632035], [3.088236, 50.628857], [3.08876, 50.625248], [3.090477, 50.623138], [3.08521, 50.619842], [3.086028, 50.621748], [3.081606, 50.624026], [3.078441, 50.620708], [3.072792, 50.618194]], [[3.074388, 50.618373], [3.079354, 50.621411], [3.08152, 50.62391], [3.086292, 50.621459], [3.08521, 50.619842], [3.090605, 50.623173], [3.088545, 50.62594], [3.088336, 50.628928], [3.089365, 50.631712], [3.089736, 50.63292]]], ""type"": ""MultiLineString""}";50.6237779856,3.08448564818
924;924;PREMESQUES <> JEAN PERRIN;Bus;C8C8C8;;"{""coordinates"": [[[2.995618, 50.681016], [2.996766, 50.680293], [2.999158, 50.682908], [3.000161, 50.684015], [3.01323, 50.677378], [3.023828, 50.669947], [3.031912, 50.664645], [3.038617, 50.667729], [3.041622, 50.667604], [3.04375, 50.666399], [3.039048, 50.66421], [3.03189, 50.658994], [3.027018, 50.65364], [3.029619, 50.654944], [3.035751, 50.650514], [3.037603, 50.647723]], [[2.951549, 50.655186], [2.953834, 50.655049], [2.964661, 50.663292], [2.967673, 50.664882], [2.972517, 50.667351], [2.975492, 50.669354], [2.97799, 50.670426], [2.984794, 50.673745], [2.996766, 50.680293], [2.999158, 50.682908], [3.000161, 50.684015], [3.01323, 50.677378], [3.023828, 50.669947], [3.031912, 50.664645], [3.038617, 50.667729], [3.041622, 50.667604], [3.04375, 50.666399], [3.039048, 50.66421], [3.03189, 50.658994], [3.027018, 50.65364], [3.029619, 50.654944], [3.035751, 50.650514], [3.037603, 50.647723]], [[3.037603, 50.647723], [3.03564, 50.650649], [3.029577, 50.655025], [3.027417, 50.653916], [3.032101, 50.65893], [3.039798, 50.664421], [3.043966, 50.666739], [3.040826, 50.668237], [3.036978, 50.666617], [3.031742, 50.664575], [3.023705, 50.670235], [3.01281, 50.677641], [3.000275, 50.684104], [2.99877, 50.682372], [2.995618, 50.681016]], [[3.037603, 50.647723], [3.03564, 50.650649], [3.029577, 50.655025], [3.027417, 50.653916], [3.032101, 50.65893], [3.039798, 50.664421], [3.043966, 50.666739], [3.040826, 50.668237], [3.036978, 50.666617], [3.031742, 50.664575], [3.023705, 50.670235], [3.01281, 50.677641], [3.000275, 50.684104], [2.99877, 50.682372], [2.995698, 50.679635], [2.984681, 50.673737], [2.97738, 50.67016], [2.975918, 50.669567], [2.974059, 50.668778], [2.972872, 50.66751], [2.967276, 50.664722], [2.964391, 50.663158], [2.953493, 50.654925], [2.951549, 50.655186]]], ""type"": ""MultiLineString""}";50.667487099,3.01368300176
ME2;M2;SAINT PHILIBERT <> C.H. DRON;Subway;E30613;;"{""coordinates"": [[[2.97442, 50.651697], [2.985164, 50.645721], [2.99536, 50.646502], [3.007556, 50.646938], [3.014056, 50.644607], [3.018871, 50.640822], [3.024167, 50.63715], [3.030981, 50.634125], [3.035916, 50.630034], [3.040825, 50.626095], [3.045775, 50.622084], [3.050665, 50.617947], [3.062349, 50.617583], [3.072479, 50.618035], [3.079066, 50.621036], [3.074886, 50.629215], [3.071125, 50.632422], [3.071067, 50.637096], [3.076774, 50.639583], [3.088244, 50.64251], [3.099201, 50.642272], [3.109543, 50.642387], [3.119443, 50.642182], [3.126386, 50.650345], [3.134911, 50.658507], [3.130533, 50.663604], [3.130983, 50.669709], [3.14647, 50.674309], [3.156578, 50.67949], [3.163133, 50.684021], [3.169981, 50.686621], [3.179832, 50.691344], [3.174202, 50.691598], [3.163823, 50.695865], [3.161274, 50.700591], [3.160544, 50.705153], [3.159908, 50.710252], [3.162584, 50.71662], [3.160445, 50.720554], [3.156935, 50.725349], [3.157744, 50.73242], [3.170593, 50.736792], [3.179274, 50.739496], [3.180479, 50.743874]], [[3.180479, 50.743874], [3.179715, 50.739646], [3.170593, 50.736792], [3.157744, 50.73242], [3.156935, 50.725349], [3.160445, 50.720554], [3.162584, 50.71662], [3.159908, 50.710252], [3.160544, 50.705153], [3.161274, 50.700591], [3.163823, 50.695865], [3.17385, 50.691663], [3.179832, 50.691344], [3.170049, 50.686477], [3.163116, 50.683869], [3.155921, 50.679064], [3.146469, 50.674237], [3.130982, 50.669637], [3.130091, 50.664234], [3.134911, 50.658507], [3.126386, 50.650345], [3.119443, 50.642182], [3.109543, 50.642387], [3.099201, 50.642272], [3.088244, 50.64251], [3.076774, 50.639583], [3.071067, 50.637096], [3.071125, 50.632422], [3.074886, 50.629215], [3.079066, 50.621036], [3.072479, 50.618035], [3.062349, 50.617583], [3.050665, 50.617947], [3.045775, 50.622084], [3.040825, 50.626095], [3.035916, 50.630034], [3.030981, 50.634125], [3.024167, 50.63715], [3.018871, 50.640822], [3.014056, 50.644607], [3.007556, 50.646938], [2.99536, 50.646502], [2.985164, 50.645721], [2.97442, 50.651697]], [[2.97442, 50.651697], [2.985164, 50.645721], [2.99536, 50.646502], [3.007556, 50.646938], [3.014056, 50.644607], [3.018871, 50.640822], [3.024167, 50.63715], [3.030981, 50.634125], [3.035916, 50.630034], [3.040825, 50.626095], [3.045775, 50.622084], [3.050665, 50.617947], [3.062349, 50.617583], [3.072479, 50.618035], [3.079066, 50.621036], [3.074886, 50.629215], [3.071125, 50.632422], [3.071067, 50.637096], [3.076774, 50.639583], [3.088244, 50.64251], [3.099201, 50.642272], [3.109543, 50.642387], [3.119443, 50.642182]], [[3.119443, 50.642182], [3.109543, 50.642387], [3.099201, 50.642272], [3.088244, 50.64251], [3.076774, 50.639583], [3.071067, 50.637096], [3.071125, 50.632422], [3.074886, 50.629215], [3.079066, 50.621036], [3.072479, 50.618035], [3.062349, 50.617583], [3.050665, 50.617947], [3.045775, 50.622084], [3.040825, 50.626095], [3.035916, 50.630034], [3.030981, 50.634125], [3.024167, 50.63715], [3.018871, 50.640822], [3.014056, 50.644607], [3.007556, 50.646938], [2.99536, 50.646502], [2.985164, 50.645721], [2.97442, 50.651697]], [[3.126386, 50.650345], [3.134911, 50.658507], [3.130533, 50.663604], [3.130983, 50.669709], [3.14647, 50.674309], [3.156578, 50.67949], [3.163133, 50.684021], [3.169981, 50.686621], [3.179832, 50.691344], [3.174202, 50.691598], [3.163823, 50.695865], [3.161274, 50.700591], [3.160544, 50.705153], [3.159908, 50.710252], [3.162584, 50.71662], [3.160445, 50.720554], [3.156935, 50.725349], [3.157744, 50.73242], [3.170593, 50.736792], [3.179274, 50.739496], [3.180479, 50.743874]], [[3.018871, 50.640822], [3.024167, 50.63715], [3.030981, 50.634125], [3.035916, 50.630034], [3.040825, 50.626095], [3.045775, 50.622084], [3.050665, 50.617947], [3.062349, 50.617583], [3.072479, 50.618035], [3.079066, 50.621036], [3.074886, 50.629215], [3.071125, 50.632422], [3.071067, 50.637096], [3.076774, 50.639583], [3.088244, 50.64251], [3.099201, 50.642272], [3.109543, 50.642387], [3.119443, 50.642182], [3.126386, 50.650345], [3.134911, 50.658507], [3.130533, 50.663604], [3.130983, 50.669709], [3.14647, 50.674309], [3.156578, 50.67949], [3.163133, 50.684021], [3.169981, 50.686621], [3.179832, 50.691344], [3.174202, 50.691598]], [[3.17385, 50.691663], [3.179832, 50.691344], [3.170049, 50.686477], [3.163116, 50.683869], [3.155921, 50.679064], [3.146469, 50.674237], [3.130982, 50.669637], [3.130091, 50.664234], [3.134911, 50.658507], [3.126386, 50.650345], [3.119443, 50.642182], [3.109543, 50.642387], [3.099201, 50.642272], [3.088244, 50.64251], [3.076774, 50.639583], [3.071067, 50.637096], [3.071125, 50.632422], [3.074886, 50.629215], [3.079066, 50.621036], [3.072479, 50.618035], [3.062349, 50.617583], [3.050665, 50.617947], [3.045775, 50.622084], [3.040825, 50.626095], [3.035916, 50.630034], [3.030981, 50.634125], [3.024167, 50.63715], [3.018871, 50.640822]]], ""type"": ""MultiLineString""}";50.656173114,3.09516219613
84;84;COMINES GLYCINES - TOURCOING CENTRE;Bus;C69DC9;;"{""coordinates"": [[[3.007314, 50.754098], [3.005708, 50.755631], [3.004017, 50.757075], [3.009335, 50.760392], [3.011432, 50.761726], [3.018413, 50.764531], [3.022756, 50.765619], [3.033106, 50.767525], [3.038888, 50.769412], [3.04775, 50.771971], [3.054001, 50.773944], [3.06396, 50.773034], [3.069161, 50.772815], [3.076139, 50.772209], [3.078416, 50.769307], [3.083922, 50.769615], [3.087724, 50.764767], [3.092202, 50.762587], [3.112413, 50.759162], [3.11947, 50.75744], [3.120696, 50.756267], [3.120659, 50.753935], [3.119924, 50.750334], [3.118897, 50.747076], [3.117088, 50.741634], [3.11763, 50.739227], [3.119735, 50.738299], [3.122347, 50.737242], [3.128167, 50.737035], [3.131378, 50.739866], [3.132603, 50.735984], [3.13426, 50.730941], [3.134586, 50.730114], [3.136119, 50.728732], [3.137026, 50.728036], [3.142234, 50.725867], [3.146354, 50.724638], [3.149608, 50.724904], [3.156973, 50.725062], [3.158909, 50.724233], [3.15773, 50.721245]], [[3.15773, 50.721245], [3.159313, 50.723889], [3.156748, 50.725162], [3.149369, 50.724977], [3.14637, 50.724737], [3.14135, 50.726276], [3.13805, 50.727554], [3.136786, 50.728943], [3.134236, 50.730305], [3.13129, 50.732548], [3.132817, 50.736153], [3.130878, 50.739502], [3.127014, 50.736531], [3.122432, 50.737224], [3.119722, 50.738371], [3.116874, 50.740622], [3.117309, 50.742207], [3.119013, 50.747228], [3.120158, 50.750808], [3.120784, 50.752912], [3.120755, 50.75641], [3.118459, 50.756989], [3.111823, 50.759453], [3.092569, 50.762558], [3.087766, 50.76474], [3.083014, 50.769459], [3.078494, 50.768885], [3.07583, 50.772309], [3.068626, 50.772953], [3.065176, 50.773063], [3.053847, 50.774053], [3.04677, 50.771717], [3.039131, 50.769572], [3.033434, 50.767721], [3.022572, 50.765665], [3.017477, 50.764303], [3.011261, 50.761619], [3.008823, 50.76017], [3.00402, 50.757344], [3.005345, 50.755974], [3.007599, 50.753235]]], ""type"": ""MultiLineString""}";50.7547337811,3.08671239995
RME1;B1;BUS RELAIS METRO LIGNE 1;Bus;FFFF00;;"{""coordinates"": [[[3.139594, 50.605632], [3.142182, 50.612298], [3.140185, 50.616133], [3.130156, 50.619391], [3.127957, 50.624806], [3.115865, 50.625295], [3.108788, 50.627277], [3.097777, 50.630234], [3.08991, 50.633215], [3.087576, 50.636531], [3.07039, 50.637127], [3.062352, 50.631389], [3.056296, 50.626167], [3.053383, 50.622596], [3.049886, 50.61866], [3.036681, 50.613111], [3.038809, 50.608031]], [[3.038809, 50.608031], [3.036202, 50.613177], [3.05042, 50.618586], [3.053369, 50.622659], [3.056438, 50.626193], [3.062171, 50.63156], [3.071114, 50.637428], [3.087449, 50.63654], [3.089736, 50.63292], [3.097538, 50.630298], [3.108773, 50.627205], [3.115976, 50.625169], [3.127673, 50.624655], [3.131874, 50.618411], [3.139369, 50.616201], [3.142153, 50.612236], [3.139594, 50.605632]], [[3.07039, 50.637127], [3.062352, 50.631389], [3.056296, 50.626167], [3.053383, 50.622596], [3.049886, 50.61866], [3.036681, 50.613111], [3.038809, 50.608031]], [[3.071114, 50.637428], [3.087449, 50.63654], [3.089736, 50.63292], [3.097538, 50.630298], [3.108773, 50.627205], [3.115976, 50.625169], [3.127673, 50.624655], [3.131874, 50.618411], [3.139369, 50.616201], [3.142153, 50.612236], [3.139594, 50.605632]]], ""type"": ""MultiLineString""}";50.6248482007,3.08994624726
Z8;Z8;4 CANTONS/CRT LESQUIN/4 CANTONS;Bus;D20A11;;"{""coordinates"": [[[3.139594, 50.605632], [3.129805, 50.597236], [3.130983, 50.595084], [3.136675, 50.587063], [3.13661, 50.580327], [3.131767, 50.58234], [3.127804, 50.583039], [3.124197, 50.584847], [3.116081, 50.590263], [3.12088, 50.592583], [3.129049, 50.596693], [3.139594, 50.605632]], [[3.139594, 50.605632], [3.136083, 50.588799], [3.136675, 50.587063], [3.13661, 50.580327], [3.131767, 50.58234], [3.127804, 50.583039], [3.124197, 50.584847], [3.116081, 50.590263], [3.12088, 50.592583], [3.129049, 50.596693], [3.139594, 50.605632]], [[3.136675, 50.587063], [3.139594, 50.605632]], [[3.116081, 50.590263], [3.12088, 50.592583], [3.129049, 50.596693], [3.139594, 50.605632]]], ""type"": ""MultiLineString""}";50.5933462986,3.13078305392
907;907;GRAND ST ANDRE - COLLEGE DEBEYRE;Bus;C8C8C8;;"{""coordinates"": [[[3.066925, 50.679953], [3.064798, 50.6774], [3.055035, 50.673869], [3.052208, 50.682451], [3.047234, 50.681135], [3.049587, 50.674905], [3.05104, 50.672825], [3.052758, 50.669639], [3.049293, 50.666179], [3.043966, 50.666739], [3.040826, 50.668237], [3.036978, 50.666617], [3.035694, 50.664624]], [[3.035694, 50.664624], [3.038617, 50.667729], [3.041622, 50.667604], [3.04375, 50.666399], [3.050212, 50.666263], [3.052938, 50.66936], [3.050765, 50.673328], [3.049666, 50.675479], [3.047457, 50.680963], [3.052575, 50.68244], [3.055667, 50.673614], [3.065215, 50.676958], [3.066925, 50.679953]]], ""type"": ""MultiLineString""}";50.6736957822,3.05122965421
L92;L92;LILLE PDP - SECLIN CENTRE HOSPITALIER;Bus;00ACA5;;"{""coordinates"": [[[3.016735, 50.545914], [3.014989, 50.543824], [3.01843, 50.543249], [3.022535, 50.540696], [3.027044, 50.541003], [3.027518, 50.542687], [3.024762, 50.545035], [3.028201, 50.548308], [3.034398, 50.549493], [3.030792, 50.551424], [3.032035, 50.553723], [3.033263, 50.556937], [3.040631, 50.565175], [3.035001, 50.566454], [3.029529, 50.568019], [3.031288, 50.571966], [3.031315, 50.573921], [3.029812, 50.57523], [3.033904, 50.57972], [3.033581, 50.582853], [3.043194, 50.585121], [3.042019, 50.587712], [3.039261, 50.589037], [3.035654, 50.590044], [3.036981, 50.597249], [3.03713, 50.59985], [3.038151, 50.60232], [3.039395, 50.607579], [3.04351, 50.607538], [3.044721, 50.609397], [3.046913, 50.612847], [3.04842, 50.6157], [3.05042, 50.618586]], [[3.05042, 50.618586], [3.048253, 50.614884], [3.046595, 50.612328], [3.04468, 50.609513], [3.042578, 50.60739], [3.039398, 50.607776], [3.0382, 50.602813], [3.036768, 50.599144], [3.036993, 50.597106], [3.035822, 50.58999], [3.039878, 50.588818], [3.041836, 50.587713], [3.042244, 50.584687], [3.033523, 50.582718], [3.033736, 50.579793], [3.029838, 50.575069], [3.031185, 50.573635], [3.031204, 50.571984], [3.029415, 50.567903], [3.034874, 50.566437], [3.03847, 50.565744], [3.04094, 50.564124], [3.033006, 50.556678], [3.031949, 50.553589], [3.030894, 50.551648], [3.03423, 50.547512], [3.028473, 50.548674], [3.025916, 50.546033], [3.027375, 50.542571], [3.02703, 50.540976], [3.022828, 50.540542], [3.017394, 50.543622], [3.014902, 50.543609], [3.016735, 50.545914]]], ""type"": ""MultiLineString""}";50.5736772964,3.03426709301
908;908;WAMBRECHIES CHATEAU - COLLEGE DEBEYRE;Bus;C8C8C8;;"{""coordinates"": [[[3.066925, 50.679953], [3.064798, 50.6774], [3.054945, 50.673502], [3.046902, 50.681603], [3.040949, 50.683009], [3.03787, 50.68692], [3.042328, 50.685621], [3.045471, 50.684248], [3.047473, 50.685035], [3.049723, 50.686394], [3.053438, 50.686508]], [[3.053438, 50.686508], [3.050137, 50.686706], [3.04716, 50.684902], [3.045486, 50.684329], [3.042891, 50.685492], [3.03787, 50.68692], [3.040224, 50.683623], [3.048239, 50.681317], [3.055667, 50.673614], [3.065215, 50.676958], [3.066925, 50.679953]]], ""type"": ""MultiLineString""}";50.6810509914,3.05021740687
36;36;CROIX ST PIERRE <> FOREST RUE DE TRESSIN;Bus;A877B2;;"{""coordinates"": [[[3.192888, 50.632545], [3.189568, 50.633878], [3.189044, 50.636214], [3.193743, 50.644578], [3.191487, 50.650406], [3.188044, 50.652044], [3.188737, 50.65378], [3.18519, 50.660944], [3.188607, 50.663549], [3.191149, 50.663648], [3.193851, 50.664859], [3.19627, 50.665165], [3.197631, 50.66633], [3.192513, 50.668276], [3.189271, 50.670209], [3.18625, 50.670167], [3.182167, 50.671604], [3.175629, 50.673971], [3.169033, 50.676303], [3.162742, 50.677458], [3.157195, 50.680114], [3.154496, 50.684285], [3.15061, 50.685799], [3.152935, 50.683775]], [[3.152935, 50.683775], [3.157397, 50.680382], [3.1626, 50.677432], [3.169003, 50.676187], [3.174559, 50.674149], [3.181098, 50.671871], [3.186135, 50.670087], [3.188655, 50.670483], [3.193421, 50.667759], [3.198384, 50.665841], [3.196242, 50.665183], [3.193311, 50.664638], [3.190426, 50.663447], [3.188381, 50.66356], [3.184751, 50.660059], [3.18858, 50.653664], [3.187694, 50.652181], [3.19153, 50.649607], [3.19607, 50.648598], [3.197021, 50.648968]], [[3.152935, 50.683775], [3.157397, 50.680382], [3.1626, 50.677432], [3.169003, 50.676187], [3.174559, 50.674149], [3.181098, 50.671871], [3.186135, 50.670087], [3.188655, 50.670483], [3.193421, 50.667759], [3.198384, 50.665841], [3.196242, 50.665183], [3.193311, 50.664638], [3.190426, 50.663447], [3.188381, 50.66356], [3.184751, 50.660059], [3.18858, 50.653664], [3.187694, 50.652181], [3.19153, 50.649607], [3.19607, 50.648598], [3.193502, 50.64449], [3.188945, 50.636197], [3.189819, 50.633697], [3.192888, 50.632545]], [[3.197021, 50.648968], [3.191487, 50.650406], [3.188044, 50.652044], [3.188737, 50.65378], [3.18519, 50.660944], [3.188607, 50.663549], [3.191149, 50.663648], [3.193851, 50.664859], [3.19627, 50.665165], [3.197631, 50.66633], [3.192513, 50.668276], [3.189271, 50.670209], [3.18625, 50.670167], [3.182167, 50.671604], [3.175629, 50.673971], [3.169033, 50.676303], [3.162742, 50.677458], [3.157195, 50.680114], [3.154496, 50.684285], [3.15061, 50.685799], [3.152935, 50.683775]], [[3.17975, 50.691533], [3.1626, 50.677432], [3.169003, 50.676187], [3.174559, 50.674149], [3.181098, 50.671871], [3.186135, 50.670087], [3.188655, 50.670483], [3.193421, 50.667759], [3.198384, 50.665841], [3.196242, 50.665183], [3.193311, 50.664638], [3.190426, 50.663447], [3.188381, 50.66356], [3.184751, 50.660059], [3.18858, 50.653664], [3.187694, 50.652181], [3.19153, 50.649607], [3.19607, 50.648598], [3.197194, 50.649155], [3.203207, 50.655796]], [[3.203207, 50.655796], [3.197021, 50.648968], [3.191487, 50.650406], [3.188044, 50.652044], [3.188737, 50.65378], [3.18519, 50.660944], [3.188607, 50.663549], [3.191149, 50.663648], [3.193851, 50.664859], [3.19627, 50.665165], [3.197631, 50.66633], [3.192513, 50.668276], [3.189271, 50.670209], [3.18625, 50.670167], [3.182167, 50.671604], [3.175629, 50.673971], [3.169033, 50.676303], [3.162742, 50.677458], [3.157195, 50.680114], [3.154496, 50.684285], [3.15061, 50.685799], [3.152935, 50.683775]], [[3.17975, 50.691533], [3.1626, 50.677432], [3.169003, 50.676187], [3.174559, 50.674149], [3.181098, 50.671871], [3.186135, 50.670087], [3.188655, 50.670483], [3.193421, 50.667759], [3.198384, 50.665841], [3.196242, 50.665183], [3.193311, 50.664638], [3.190426, 50.663447], [3.188381, 50.66356], [3.184751, 50.660059], [3.18858, 50.653664], [3.187694, 50.652181], [3.19153, 50.649607], [3.19607, 50.648598], [3.197021, 50.648968]], [[3.203207, 50.655796], [3.197021, 50.648968], [3.191487, 50.650406], [3.188044, 50.652044], [3.188737, 50.65378], [3.18519, 50.660944], [3.188607, 50.663549], [3.191149, 50.663648], [3.193851, 50.664859], [3.19627, 50.665165], [3.197631, 50.66633], [3.192513, 50.668276], [3.189271, 50.670209], [3.18625, 50.670167], [3.182167, 50.671604], [3.175629, 50.673971], [3.169033, 50.676303], [3.162742, 50.677458], [3.179161, 50.690936]], [[3.197021, 50.648968], [3.191487, 50.650406], [3.188044, 50.652044], [3.188737, 50.65378], [3.18519, 50.660944], [3.188607, 50.663549], [3.191149, 50.663648], [3.193851, 50.664859], [3.19627, 50.665165], [3.197631, 50.66633], [3.192513, 50.668276], [3.189271, 50.670209], [3.18625, 50.670167], [3.182167, 50.671604], [3.175629, 50.673971], [3.169033, 50.676303], [3.162742, 50.677458], [3.179161, 50.690936]], [[3.152935, 50.683775], [3.157397, 50.680382], [3.1626, 50.677432], [3.169003, 50.676187], [3.174559, 50.674149], [3.181098, 50.671871], [3.186135, 50.670087], [3.188655, 50.670483], [3.193421, 50.667759], [3.198384, 50.665841], [3.196242, 50.665183], [3.193311, 50.664638], [3.190426, 50.663447], [3.188381, 50.66356], [3.184751, 50.660059], [3.18858, 50.653664], [3.187694, 50.652181], [3.19153, 50.649607], [3.19607, 50.648598], [3.197194, 50.649155], [3.203207, 50.655796]], [[3.17975, 50.691533], [3.1626, 50.677432], [3.169003, 50.676187], [3.174559, 50.674149], [3.181098, 50.671871], [3.186135, 50.670087], [3.188655, 50.670483], [3.193421, 50.667759], [3.198384, 50.665841], [3.196242, 50.665183], [3.193311, 50.664638], [3.190426, 50.663447], [3.188381, 50.66356], [3.184751, 50.660059], [3.18858, 50.653664], [3.187694, 50.652181], [3.19153, 50.649607], [3.19607, 50.648598], [3.193502, 50.64449], [3.188945, 50.636197], [3.189819, 50.633697], [3.192888, 50.632545]], [[3.192888, 50.632545], [3.189568, 50.633878], [3.189044, 50.636214], [3.193743, 50.644578], [3.191487, 50.650406], [3.188044, 50.652044], [3.188737, 50.65378], [3.18519, 50.660944], [3.188607, 50.663549], [3.191149, 50.663648], [3.193851, 50.664859], [3.19627, 50.665165], [3.197631, 50.66633], [3.192513, 50.668276], [3.189271, 50.670209], [3.18625, 50.670167], [3.182167, 50.671604], [3.175629, 50.673971], [3.169033, 50.676303], [3.162742, 50.677458], [3.179161, 50.690936]]], ""type"": ""MultiLineString""}";50.666622529,3.18232145559
