route_id;route_short_name;route_long_name;route_type;route_color;route_url;shape;geo_point_2d
72;72;BAISIEUX - 4 CANTONS;Bus;0;;"{""coordinates"": [[[3.252267, 50.603979], [3.253447, 50.607594], [3.250151, 50.609305], [3.246536, 50.608982], [3.248252, 50.611876], [3.245474, 50.614166], [3.240594, 50.614838], [3.234424, 50.618274], [3.230542, 50.614122], [3.228241, 50.609967], [3.214562, 50.609778], [3.207836, 50.610517], [3.196954, 50.611427], [3.191555, 50.611482], [3.180481, 50.609406], [3.17465, 50.608853], [3.168644, 50.608867], [3.160119, 50.61079], [3.154137, 50.60795], [3.149898, 50.605628], [3.147633, 50.605023], [3.139437, 50.605499]], [[3.139437, 50.605499], [3.147378, 50.604917], [3.149585, 50.605414], [3.154124, 50.608022], [3.161507, 50.611166], [3.1687, 50.60884], [3.174282, 50.608775], [3.180707, 50.609413], [3.191569, 50.611464], [3.198898, 50.611333], [3.207949, 50.610489], [3.214209, 50.609736], [3.228945, 50.609926], [3.231002, 50.614621], [3.234619, 50.618156], [3.240804, 50.614747], [3.2464, 50.61389], [3.247809, 50.611556], [3.245828, 50.608817], [3.251388, 50.609125], [3.253084, 50.607794], [3.251708, 50.603507]], [[3.252267, 50.603979], [3.253447, 50.607594], [3.250151, 50.609305], [3.246536, 50.608982], [3.248252, 50.611876], [3.245474, 50.614166], [3.240594, 50.614838], [3.234424, 50.618274], [3.230542, 50.614122], [3.228241, 50.609967], [3.214562, 50.609778], [3.207836, 50.610517], [3.196954, 50.611427], [3.191555, 50.611482], [3.180481, 50.609406], [3.17465, 50.608853], [3.168644, 50.608867], [3.160119, 50.61079], [3.139437, 50.605499]], [[3.139437, 50.605499], [3.161507, 50.611166], [3.1687, 50.60884], [3.174282, 50.608775], [3.180707, 50.609413], [3.191569, 50.611464], [3.198898, 50.611333], [3.207949, 50.610489], [3.214209, 50.609736], [3.228945, 50.609926], [3.231002, 50.614621], [3.234619, 50.618156], [3.240804, 50.614747], [3.2464, 50.61389], [3.247809, 50.611556], [3.245828, 50.608817], [3.251388, 50.609125], [3.253084, 50.607794], [3.251708, 50.603507]]], ""type"": ""MultiLineString""}";50.6103960249,3.20176017197
L91;L91;HALLUIN GOUNOD <> LILLE EUROPE;Bus;00ACA5;;"{""coordinates"": [[[3.075106, 50.639342], [3.070733, 50.638408], [3.070167, 50.640169], [3.071505, 50.650594], [3.073702, 50.655111], [3.073886, 50.658949], [3.075881, 50.665081], [3.07748, 50.671037], [3.079257, 50.67474], [3.081081, 50.676854], [3.08344, 50.679827], [3.086326, 50.687739], [3.087571, 50.691651], [3.089644, 50.694294], [3.095065, 50.700692], [3.097501, 50.702964], [3.102147, 50.70664], [3.107454, 50.710957], [3.108367, 50.71514], [3.108934, 50.718025], [3.10995, 50.720655], [3.111023, 50.723357], [3.113036, 50.729255], [3.114355, 50.733176], [3.115064, 50.735162], [3.115599, 50.736827], [3.116874, 50.740622], [3.117309, 50.742207], [3.119013, 50.747228], [3.120158, 50.750808], [3.120784, 50.752912], [3.120755, 50.75641], [3.120974, 50.759566], [3.121073, 50.762274], [3.12129, 50.767967], [3.121734, 50.771041], [3.123126, 50.774072], [3.124131, 50.776864], [3.12578, 50.781813], [3.126211, 50.783102], [3.125741, 50.786531], [3.119095, 50.78582], [3.115149, 50.784966], [3.110036, 50.783679], [3.111963, 50.779326]], [[3.111963, 50.779326], [3.114265, 50.779133], [3.109438, 50.779791], [3.112493, 50.784301], [3.11519, 50.784885], [3.118952, 50.785731], [3.12615, 50.786457], [3.126378, 50.783836], [3.125576, 50.78142], [3.124049, 50.777017], [3.122894, 50.773742], [3.121414, 50.770487], [3.121095, 50.767251], [3.12103, 50.763117], [3.120818, 50.759522], [3.120696, 50.756267], [3.120659, 50.753935], [3.119924, 50.750334], [3.118897, 50.747076], [3.117088, 50.741634], [3.115632, 50.737132], [3.114609, 50.734044], [3.112861, 50.72888], [3.110737, 50.723162], [3.108779, 50.718044], [3.108286, 50.715428], [3.107285, 50.710994], [3.101906, 50.706543], [3.097816, 50.703276], [3.094063, 50.699801], [3.089044, 50.693795], [3.087283, 50.691249], [3.085909, 50.68723], [3.083418, 50.680186], [3.080452, 50.676356], [3.079275, 50.675009], [3.077202, 50.67041], [3.075651, 50.664787], [3.073645, 50.657972], [3.073557, 50.654833], [3.071518, 50.650513], [3.06903, 50.640589], [3.07084, 50.637977], [3.075473, 50.639393]]], ""type"": ""MultiLineString""}";50.718518302,3.10124279869
64R;64R;RÉSA LA BASSÉE<>ST PHILIBERT;Bus;FFFFFF;;"{""coordinates"": [[[2.974538, 50.6521], [2.974439, 50.6454], [2.970789, 50.640171], [2.966609, 50.636416], [2.965143, 50.632046], [2.957766, 50.625141], [2.938345, 50.619065], [2.931291, 50.619942], [2.927934, 50.613823], [2.915509, 50.604956], [2.9018, 50.596775], [2.893039, 50.589647], [2.887391, 50.586049], [2.884239, 50.583874], [2.86551, 50.580878], [2.858498, 50.578647], [2.854816, 50.576752], [2.853443, 50.572066], [2.813349, 50.540649], [2.805006, 50.536698], [2.802404, 50.530822], [2.804646, 50.528203]], [[2.804646, 50.528203], [2.804647, 50.531406], [2.80416, 50.536504], [2.813349, 50.540649], [2.853786, 50.572504], [2.855014, 50.576832], [2.858342, 50.578558], [2.865524, 50.58086], [2.884282, 50.5839], [2.888256, 50.586547], [2.893564, 50.589977], [2.900932, 50.596008], [2.916745, 50.605811], [2.928487, 50.614089], [2.931374, 50.619816], [2.938642, 50.619099], [2.956783, 50.624374], [2.965246, 50.632369], [2.967077, 50.636629], [2.971417, 50.640715], [2.974462, 50.645032], [2.974538, 50.6521]]], ""type"": ""MultiLineString""}";50.5901455454,2.88992462811
942;942;BOUBECQUES - MATISSE;Bus;C8C8C8;;"{""coordinates"": [[[3.086597, 50.73776], [3.082909, 50.739746], [3.078925, 50.738891], [3.07754, 50.739886], [3.080268, 50.741753], [3.077982, 50.747749], [3.078753, 50.755825], [3.093013, 50.758241], [3.092569, 50.762558], [3.087766, 50.76474], [3.083014, 50.769459], [3.078494, 50.768885], [3.07583, 50.772309], [3.068626, 50.772953], [3.065176, 50.773063], [3.053847, 50.774053], [3.04677, 50.771717]], [[3.086597, 50.73776], [3.082909, 50.739746], [3.078925, 50.738891], [3.07754, 50.739886], [3.080268, 50.741753], [3.077982, 50.747749], [3.078753, 50.755825], [3.093013, 50.758241], [3.092569, 50.762558], [3.087766, 50.76474], [3.083014, 50.769459], [3.078494, 50.768885], [3.07583, 50.772309], [3.068626, 50.772953], [3.065176, 50.773063], [3.053847, 50.774053], [3.04677, 50.771717], [3.039131, 50.769572], [3.033434, 50.767721], [3.022572, 50.765665], [3.017477, 50.764303], [3.009121, 50.761254], [3.005625, 50.765219]], [[3.054001, 50.773944], [3.06396, 50.773034], [3.069161, 50.772815], [3.076139, 50.772209], [3.078416, 50.769307], [3.083922, 50.769615], [3.087724, 50.764767], [3.092202, 50.762587], [3.093243, 50.758518], [3.07871, 50.755844], [3.078005, 50.74739], [3.080198, 50.741798], [3.079754, 50.738545], [3.082652, 50.739559], [3.086597, 50.73776]]], ""type"": ""MultiLineString""}";50.761306575,3.07015712882
919;919;RONCHIN - CHARLEMAGNE;Bus;C8C8C8;;"{""coordinates"": [[[3.11733, 50.589008], [3.113939, 50.591165], [3.110314, 50.59369], [3.105967, 50.592345], [3.103167, 50.590837], [3.086961, 50.588039], [3.080301, 50.586465], [3.077469, 50.588437], [3.075907, 50.591434], [3.079988, 50.594845], [3.083527, 50.5959], [3.086748, 50.596347], [3.094323, 50.59588], [3.093812, 50.599345], [3.09019, 50.602229], [3.088228, 50.603919], [3.088315, 50.606879]], [[3.088808, 50.606831], [3.088311, 50.603775], [3.09061, 50.601985], [3.093657, 50.5994], [3.094182, 50.59588], [3.087498, 50.596585], [3.082977, 50.59585], [3.080716, 50.595451], [3.075707, 50.591211], [3.076385, 50.588498], [3.080536, 50.586149], [3.088195, 50.587601], [3.102711, 50.590499], [3.106008, 50.5923], [3.110551, 50.593509], [3.113719, 50.589731], [3.116081, 50.590263]]], ""type"": ""MultiLineString""}";50.5930530818,3.09220831764
77R;77R;RÉSA MARQUETTE;Bus;FFFFFF;;"{""coordinates"": [[[3.035694, 50.664624], [3.038617, 50.667729], [3.041622, 50.667604], [3.04375, 50.666399], [3.050212, 50.666263], [3.052938, 50.66936], [3.050765, 50.673328], [3.050003, 50.675342], [3.055667, 50.673614], [3.065215, 50.676958], [3.067388, 50.679779], [3.072906, 50.680572]], [[3.072906, 50.680572], [3.066925, 50.679953], [3.064798, 50.6774], [3.055035, 50.673869], [3.049587, 50.674905], [3.05104, 50.672825], [3.052758, 50.669639], [3.049293, 50.666179], [3.043966, 50.666739], [3.040826, 50.668237], [3.036978, 50.666617], [3.035694, 50.664624]]], ""type"": ""MultiLineString""}";50.6723791912,3.05350741272
61R;61R;RÉSA LA BASSÉE - DON - ST PHILIBERT;Bus;FFFFFF;;"{""coordinates"": [[[2.974538, 50.6521], [2.974439, 50.6454], [2.970789, 50.640171], [2.966609, 50.636416], [2.965143, 50.632046], [2.959909, 50.625121], [2.96589, 50.61743], [2.969722, 50.613831], [2.972597, 50.612587], [2.983222, 50.610056], [2.958683, 50.608191], [2.952565, 50.606993], [2.9524, 50.605038], [2.954772, 50.597401], [2.949448, 50.593095], [2.94387, 50.586295], [2.937374, 50.574557], [2.931489, 50.568898], [2.928529, 50.566374], [2.927309, 50.563284], [2.923069, 50.557231], [2.916752, 50.551654], [2.913721, 50.551336], [2.908566, 50.557407], [2.904438, 50.559713], [2.899892, 50.56247], [2.894917, 50.565929], [2.891366, 50.569686], [2.870098, 50.572435], [2.868426, 50.571599], [2.865872, 50.571179], [2.861506, 50.56586], [2.869989, 50.558243], [2.865187, 50.554245], [2.868284, 50.55154], [2.868426, 50.5477], [2.87558, 50.539927], [2.874129, 50.535941], [2.865649, 50.532703], [2.843223, 50.536556], [2.841268, 50.535263], [2.840526, 50.532925], [2.840554, 50.531498], [2.82722, 50.530969], [2.816365, 50.532088], [2.809327, 50.532124], [2.804141, 50.531399], [2.804646, 50.528203]], [[2.804646, 50.528203], [2.804647, 50.531406], [2.809327, 50.53207], [2.816505, 50.532069], [2.826882, 50.530979], [2.840611, 50.531525], [2.840485, 50.533023], [2.841367, 50.535316], [2.844799, 50.536433], [2.866172, 50.53288], [2.873253, 50.535595], [2.875428, 50.540161], [2.868426, 50.5477], [2.868396, 50.551477], [2.865364, 50.553733], [2.870258, 50.55843], [2.861784, 50.5655], [2.865857, 50.571108], [2.868213, 50.571438], [2.86956, 50.572195], [2.891561, 50.569461], [2.894916, 50.565884], [2.898326, 50.563473], [2.904564, 50.559614], [2.90949, 50.556882], [2.913721, 50.551336], [2.916822, 50.551636], [2.923281, 50.557248], [2.927335, 50.563078], [2.928446, 50.565342], [2.931686, 50.568942], [2.938911, 50.5735], [2.943215, 50.585805], [2.949934, 50.59363], [2.954999, 50.597489], [2.952225, 50.605711], [2.952592, 50.606939], [2.959119, 50.608126], [2.969113, 50.61134], [2.972541, 50.612677], [2.983222, 50.610056], [2.969432, 50.614299], [2.964853, 50.617946], [2.959728, 50.625301], [2.965246, 50.632369], [2.967077, 50.636629], [2.971417, 50.640715], [2.974462, 50.645032], [2.974538, 50.6521]]], ""type"": ""MultiLineString""}";50.5741246993,2.90687512851
L5;L5;MARCQ / LA MADELEINE<>HAUBOURDIN LE PARC;Bus;0080C9;;"{""coordinates"": [[[3.07039, 50.637127], [3.069871, 50.635408], [3.066178, 50.633609], [3.062176, 50.63191], [3.056422, 50.634913], [3.051332, 50.637014], [3.048974, 50.634857], [3.046584, 50.632431], [3.044522, 50.630236], [3.042904, 50.628532], [3.041004, 50.625771], [3.048755, 50.618479], [3.040621, 50.619602], [3.037344, 50.620194], [3.031282, 50.618246], [3.028598, 50.617893], [3.023295, 50.616784], [3.015983, 50.615075], [3.010459, 50.614235], [3.005329, 50.613321], [2.998627, 50.611886], [2.993953, 50.611301], [2.988119, 50.611529], [2.983654, 50.610772], [2.978137, 50.611455], [2.976065, 50.612596], [2.977378, 50.614949]], [[2.977378, 50.614949], [2.975965, 50.612498], [2.979332, 50.611216], [2.982806, 50.610561], [2.988738, 50.611427], [2.994305, 50.611317], [2.998781, 50.61184], [3.006475, 50.613664], [3.011531, 50.614328], [3.017633, 50.615146], [3.023748, 50.616889], [3.028555, 50.617813], [3.03399, 50.619352], [3.036781, 50.620251], [3.041531, 50.61913], [3.048894, 50.618352], [3.041062, 50.626901], [3.042479, 50.628337], [3.045093, 50.630735], [3.046697, 50.632448], [3.04844, 50.634026], [3.052991, 50.636619], [3.056907, 50.634309], [3.062317, 50.631945], [3.066913, 50.633721], [3.069726, 50.635122], [3.070474, 50.637073], [3.075473, 50.639393], [3.071505, 50.650594], [3.073702, 50.655111], [3.073886, 50.658949], [3.073975, 50.662115]], [[3.086996, 50.666503], [3.075651, 50.664787], [3.075033, 50.663077], [3.073645, 50.657972], [3.073557, 50.654833], [3.071518, 50.650513], [3.075106, 50.639342], [3.07039, 50.637127], [3.069871, 50.635408], [3.066178, 50.633609], [3.062176, 50.63191], [3.056422, 50.634913], [3.051332, 50.637014], [3.048974, 50.634857], [3.046584, 50.632431], [3.044522, 50.630236], [3.042904, 50.628532], [3.041004, 50.625771], [3.048755, 50.618479], [3.040621, 50.619602], [3.037344, 50.620194], [3.031282, 50.618246], [3.028598, 50.617893], [3.023295, 50.616784], [3.015983, 50.615075], [3.010459, 50.614235], [3.005329, 50.613321], [2.998627, 50.611886], [2.993953, 50.611301], [2.988119, 50.611529], [2.983654, 50.610772], [2.978137, 50.611455], [2.976065, 50.612596], [2.977378, 50.614949]], [[2.977378, 50.614949], [2.975965, 50.612498], [2.979332, 50.611216], [2.982806, 50.610561], [2.988738, 50.611427], [2.994305, 50.611317], [2.998781, 50.61184], [3.006475, 50.613664], [3.011531, 50.614328], [3.017633, 50.615146], [3.023748, 50.616889], [3.028555, 50.617813], [3.03399, 50.619352], [3.036781, 50.620251], [3.041531, 50.61913], [3.048894, 50.618352], [3.041062, 50.626901], [3.042479, 50.628337], [3.045093, 50.630735], [3.046697, 50.632448], [3.04844, 50.634026], [3.052991, 50.636619], [3.056907, 50.634309], [3.062317, 50.631945], [3.066913, 50.633721], [3.069726, 50.635122], [3.070474, 50.637073], [3.075473, 50.639393], [3.071505, 50.650594], [3.073702, 50.655111], [3.073886, 50.658949], [3.075233, 50.663228], [3.075881, 50.665081], [3.083001, 50.66459], [3.086996, 50.666503]], [[3.073975, 50.662115], [3.073645, 50.657972], [3.073557, 50.654833], [3.071518, 50.650513], [3.075106, 50.639342], [3.07039, 50.637127]], [[3.073975, 50.662115], [3.073645, 50.657972], [3.073557, 50.654833], [3.071518, 50.650513], [3.075106, 50.639342], [3.07039, 50.637127], [3.069871, 50.635408], [3.066178, 50.633609], [3.062176, 50.63191], [3.056422, 50.634913], [3.051332, 50.637014], [3.048974, 50.634857], [3.046584, 50.632431], [3.044522, 50.630236], [3.042904, 50.628532], [3.041004, 50.625771], [3.048755, 50.618479], [3.040621, 50.619602], [3.037344, 50.620194], [3.031282, 50.618246], [3.028598, 50.617893], [3.023295, 50.616784], [3.015983, 50.615075], [3.010459, 50.614235], [3.005329, 50.613321], [2.998627, 50.611886], [2.993953, 50.611301], [2.988119, 50.611529], [2.983654, 50.610772], [2.978137, 50.611455], [2.976065, 50.612596], [2.977378, 50.614949]]], ""type"": ""MultiLineString""}";50.6275719809,3.03750257071
L2;L2;WATTIGNIES C.CIAL - LOOS LES OLIVEAUX;Bus;0080C9;;"{""coordinates"": [[[3.005478, 50.606583], [3.005227, 50.60889], [3.008688, 50.60836], [3.010336, 50.606162], [3.014108, 50.604679], [3.01492, 50.606379], [3.013246, 50.607689], [3.016416, 50.609573], [3.020243, 50.611095], [3.024139, 50.611459], [3.028006, 50.609706], [3.030451, 50.607145], [3.031331, 50.604539], [3.034228, 50.605016], [3.034459, 50.607472], [3.038599, 50.607117], [3.0382, 50.602813], [3.036768, 50.599144], [3.036993, 50.597106], [3.035822, 50.58999], [3.039878, 50.588818], [3.045569, 50.588669], [3.050682, 50.589465], [3.051743, 50.589746]], [[3.051743, 50.589746], [3.050484, 50.589457], [3.044765, 50.588593], [3.039261, 50.589037], [3.035654, 50.590044], [3.036981, 50.597249], [3.03713, 50.59985], [3.038151, 50.60232], [3.038671, 50.607206], [3.034343, 50.607195], [3.034114, 50.604936], [3.031347, 50.604664], [3.030472, 50.607656], [3.027643, 50.60996], [3.023493, 50.611633], [3.019545, 50.609583], [3.017387, 50.60842], [3.015312, 50.606126], [3.012806, 50.604309], [3.010607, 50.606412], [3.009167, 50.608357], [3.004846, 50.608883], [3.005478, 50.606583]]], ""type"": ""MultiLineString""}";50.6020798572,3.02918222077
L1;L1;WAMBRECHIES <> FACHES CENTRE COMMERCIAL;Bus;005CA9;;"{""coordinates"": [[[3.083022, 50.581819], [3.085583, 50.584432], [3.086961, 50.588039], [3.085297, 50.590794], [3.083527, 50.5959], [3.086748, 50.596347], [3.094323, 50.59588], [3.093812, 50.599345], [3.09019, 50.602229], [3.086637, 50.601192], [3.085214, 50.600304], [3.078864, 50.600737], [3.077039, 50.605054], [3.076413, 50.607533], [3.075338, 50.610159], [3.075031, 50.612314], [3.074753, 50.614487], [3.073301, 50.619304], [3.07247, 50.621264], [3.072144, 50.623051], [3.069646, 50.62582], [3.067601, 50.628711], [3.062171, 50.63156], [3.056422, 50.634913], [3.05242, 50.637134], [3.053539, 50.642366], [3.050843, 50.645243], [3.052778, 50.653269], [3.050899, 50.655101], [3.052138, 50.657838], [3.05059, 50.661077], [3.05014, 50.663223], [3.050212, 50.666263], [3.052938, 50.66936], [3.050765, 50.673328], [3.049666, 50.675479], [3.047457, 50.680963], [3.052575, 50.68244], [3.052767, 50.686978], [3.053438, 50.686508]], [[3.053438, 50.686508], [3.052208, 50.682451], [3.047234, 50.681135], [3.049587, 50.674905], [3.05104, 50.672825], [3.052758, 50.669639], [3.049554, 50.665657], [3.05011, 50.663053], [3.050879, 50.660609], [3.051994, 50.65766], [3.050996, 50.654921], [3.052, 50.652116], [3.050309, 50.645381], [3.053375, 50.641739], [3.052991, 50.636619], [3.056907, 50.634309], [3.062352, 50.631389], [3.067666, 50.628316], [3.068434, 50.625845], [3.072065, 50.622477], [3.072631, 50.62068], [3.073215, 50.619169], [3.074696, 50.61446], [3.07501, 50.611839], [3.075316, 50.609648], [3.076411, 50.60739], [3.076912, 50.605055], [3.081634, 50.600281], [3.084762, 50.600208], [3.087431, 50.601519], [3.09061, 50.601985], [3.093657, 50.5994], [3.094182, 50.59588], [3.087498, 50.596585], [3.082977, 50.59585], [3.085034, 50.591083], [3.087215, 50.587132], [3.085698, 50.584584], [3.083022, 50.581819]], [[3.083022, 50.581819], [3.085583, 50.584432], [3.086961, 50.588039], [3.085297, 50.590794], [3.083527, 50.5959], [3.086748, 50.596347], [3.094323, 50.59588], [3.093812, 50.599345], [3.09019, 50.602229], [3.086637, 50.601192], [3.085214, 50.600304], [3.078864, 50.600737], [3.077039, 50.605054], [3.076413, 50.607533], [3.075338, 50.610159], [3.075031, 50.612314], [3.074753, 50.614487], [3.073301, 50.619304], [3.07247, 50.621264], [3.072144, 50.623051], [3.069646, 50.62582], [3.067601, 50.628711], [3.062171, 50.63156], [3.056422, 50.634913], [3.05242, 50.637134], [3.053539, 50.642366], [3.050843, 50.645243], [3.052778, 50.653269], [3.050899, 50.655101], [3.052138, 50.657838], [3.05059, 50.661077], [3.05014, 50.663223], [3.050212, 50.666263], [3.052938, 50.66936], [3.050765, 50.673328], [3.049666, 50.675479], [3.047457, 50.680963], [3.044531, 50.682684], [3.045486, 50.684329], [3.042891, 50.685492], [3.038421, 50.686961]], [[3.03787, 50.68692], [3.042328, 50.685621], [3.045471, 50.684248], [3.052766, 50.686897], [3.052208, 50.682451], [3.047234, 50.681135], [3.049587, 50.674905], [3.05104, 50.672825], [3.052758, 50.669639], [3.049554, 50.665657], [3.05011, 50.663053], [3.050879, 50.660609], [3.051994, 50.65766], [3.050996, 50.654921], [3.052, 50.652116], [3.050309, 50.645381], [3.053375, 50.641739], [3.052991, 50.636619], [3.056907, 50.634309], [3.062352, 50.631389], [3.067666, 50.628316], [3.068434, 50.625845], [3.072065, 50.622477], [3.072631, 50.62068], [3.073215, 50.619169], [3.074696, 50.61446], [3.07501, 50.611839], [3.075316, 50.609648], [3.076411, 50.60739], [3.076912, 50.605055], [3.081634, 50.600281], [3.084762, 50.600208], [3.087431, 50.601519], [3.09061, 50.601985], [3.093657, 50.5994], [3.094182, 50.59588], [3.087498, 50.596585], [3.082977, 50.59585], [3.085034, 50.591083], [3.087215, 50.587132], [3.085698, 50.584584], [3.083022, 50.581819]], [[3.03787, 50.68692], [3.042328, 50.685621], [3.045471, 50.684248], [3.047473, 50.685035], [3.049723, 50.686394], [3.052766, 50.686897], [3.052208, 50.682451], [3.047234, 50.681135], [3.049587, 50.674905], [3.05104, 50.672825], [3.052758, 50.669639], [3.049554, 50.665657], [3.05011, 50.663053], [3.050879, 50.660609], [3.051994, 50.65766], [3.050996, 50.654921], [3.052, 50.652116], [3.050309, 50.645381], [3.053375, 50.641739], [3.052991, 50.636619], [3.056907, 50.634309], [3.062352, 50.631389], [3.067666, 50.628316], [3.068434, 50.625845], [3.072065, 50.622477], [3.072631, 50.62068], [3.073215, 50.619169], [3.074696, 50.61446], [3.07501, 50.611839], [3.075316, 50.609648], [3.076411, 50.60739], [3.076912, 50.605055], [3.081634, 50.600281], [3.084762, 50.600208], [3.087431, 50.601519], [3.09061, 50.601985], [3.093657, 50.5994], [3.094182, 50.59588], [3.087498, 50.596585], [3.082977, 50.59585], [3.085034, 50.591083], [3.087215, 50.587132], [3.085698, 50.584584], [3.083022, 50.581819]], [[3.083022, 50.581819], [3.085583, 50.584432], [3.086961, 50.588039], [3.085297, 50.590794], [3.083527, 50.5959], [3.086748, 50.596347], [3.094323, 50.59588], [3.093812, 50.599345], [3.09019, 50.602229], [3.086637, 50.601192], [3.085214, 50.600304], [3.078864, 50.600737], [3.077039, 50.605054], [3.076413, 50.607533], [3.075338, 50.610159], [3.075031, 50.612314], [3.074753, 50.614487], [3.073301, 50.619304], [3.07247, 50.621264], [3.072144, 50.623051], [3.069646, 50.62582], [3.067601, 50.628711], [3.062171, 50.63156], [3.056422, 50.634913], [3.05242, 50.637134], [3.053539, 50.642366], [3.050843, 50.645243], [3.052778, 50.653269], [3.050899, 50.655101], [3.052138, 50.657838], [3.05059, 50.661077], [3.05014, 50.663223], [3.050212, 50.666263], [3.052938, 50.66936], [3.050765, 50.673328], [3.049666, 50.675479], [3.047457, 50.680963], [3.052575, 50.68244], [3.052767, 50.686978], [3.050137, 50.686706], [3.04716, 50.684902], [3.045486, 50.684329], [3.042891, 50.685492], [3.038421, 50.686961]]], ""type"": ""MultiLineString""}";50.6323426232,3.06647701147
L8;L8;HEM BLANCHISSERIE <> TG RISQUONS TT;Bus;0080C9;;"{""coordinates"": [[[3.180592, 50.748035], [3.177245, 50.74656], [3.180657, 50.743523], [3.184641, 50.741756], [3.186581, 50.739473], [3.189623, 50.737138], [3.188464, 50.73633], [3.184288, 50.734287], [3.180492, 50.732133], [3.178589, 50.730729], [3.175865, 50.727581], [3.174141, 50.725019], [3.17097, 50.722161], [3.169374, 50.718835], [3.167669, 50.717393], [3.16308, 50.719236], [3.161719, 50.719828], [3.157835, 50.721621], [3.16173, 50.719667], [3.16365, 50.718712], [3.168135, 50.717354], [3.169572, 50.718834], [3.174488, 50.714576], [3.176093, 50.711695], [3.179083, 50.713908], [3.182521, 50.712566], [3.184895, 50.710101], [3.186345, 50.708163], [3.181021, 50.706594], [3.180066, 50.705201], [3.182323, 50.702531], [3.183852, 50.701094], [3.181888, 50.697681], [3.182232, 50.69549], [3.184081, 50.692957], [3.17975, 50.691533], [3.1745, 50.68747], [3.171776, 50.68416], [3.176302, 50.682138], [3.180751, 50.682207], [3.182105, 50.682153], [3.184933, 50.680752], [3.18499, 50.678303], [3.18823, 50.677043], [3.198429, 50.696266], [3.196029, 50.674953], [3.197155, 50.673106], [3.199046, 50.670644], [3.201252, 50.668404], [3.19845, 50.666352], [3.201989, 50.661241], [3.201491, 50.661863]], [[3.201491, 50.661863], [3.198635, 50.66644], [3.201365, 50.668457], [3.19909, 50.67076], [3.197228, 50.673267], [3.195947, 50.675106], [3.198649, 50.69509], [3.187549, 50.676841], [3.185089, 50.678284], [3.18506, 50.680769], [3.18219, 50.68217], [3.180634, 50.682001], [3.175686, 50.68243], [3.171677, 50.684188], [3.175238, 50.687725], [3.179161, 50.690936], [3.18446, 50.69282], [3.182293, 50.695768], [3.182053, 50.697438], [3.183825, 50.701175], [3.181754, 50.703162], [3.180235, 50.705164], [3.181388, 50.706537], [3.186072, 50.708694], [3.18405, 50.711094], [3.181922, 50.713072], [3.179765, 50.714155], [3.175628, 50.711779], [3.174753, 50.714377], [3.169374, 50.718835], [3.167669, 50.717393], [3.16308, 50.719236], [3.161719, 50.719828], [3.15773, 50.721245], [3.16173, 50.719667], [3.16365, 50.718712], [3.168135, 50.717354], [3.169572, 50.718834], [3.170956, 50.722143], [3.173997, 50.724858], [3.17585, 50.727537], [3.178775, 50.730862], [3.180547, 50.732025], [3.183975, 50.734136], [3.188361, 50.736098], [3.189724, 50.73729], [3.186582, 50.739536], [3.184559, 50.741891], [3.180378, 50.743749], [3.177715, 50.74679], [3.180592, 50.748035]], [[3.201491, 50.661863], [3.198635, 50.66644], [3.201365, 50.668457], [3.19909, 50.67076], [3.197228, 50.673267], [3.195947, 50.675106], [3.198649, 50.69509], [3.187549, 50.676841], [3.185089, 50.678284], [3.18506, 50.680769], [3.18219, 50.68217], [3.180634, 50.682001], [3.175686, 50.68243], [3.171677, 50.684188], [3.175238, 50.687725], [3.179161, 50.690936]]], ""type"": ""MultiLineString""}";50.6998127937,3.18396776681
